date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc,other_major_epilinks
06/04/2020,Seoul,563,187,340,7,248,28,57,36,11,"Guro-gu call  center (98),
Dong-an Church-PC Cafe  (20),
Manmin Central Church  (40), etc."
06/04/2020,Busan,122,12,80,12,50,18,0,30,0,"Onchun Church  (390),
Suyeong-gu Kindergarten (5),
etc."
06/04/2020,Daegu,6781,11,6056,4507,625,920,4,714,13,"Second  Mi-Ju  Hospital (175), Hansarang  Convalescent Hospital  (125),  Daesil
Convalescent Hospital  (98),
Fatima Hospital  (34), etc."
06/04/2020,Incheon,80,31,45,2,34,5,4,4,1,"Guro-gu call  center (20),  etc."
06/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
06/04/2020,Daejeon,39,8,21,2,11,8,0,10,2,"Korea Forest Engineer  Institute
(3),  etc."
06/04/2020,Ulsan,40,9,24,16,1,4,3,7,0,
06/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry of Oceans  and Fisheries
(30),  gym facilities  (8)"
06/04/2020,Gyeonggi,580,122,414,29,287,60,38,44,8,"Grace  River Church  in Seongnam  (72), Guro-gu call center-Bucheon  SaengMyeongSu Church  (48), Uijeongbu  St.
Mary’s  Hospital (31),  etc."
06/04/2020,Gangwon,45,9,28,17,11,0,0,8,0,"Apartments  in  Wonju City   (3), Euijeongbu  St.  Mary’s  Hospital
(6),  etc."
06/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
06/04/2020,Chung- nam,136,8,119,0,117,1,1,9,1,"Gym  facilities  in  Cheonan (103), research  center  in Seosan (9),
etc."
06/04/2020,Jeonbuk,16,7,4,1,3,0,0,5,0,
06/04/2020,Jeonnam,15,7,5,1,1,2,1,1,0,Manmin Central Church  (2)
06/04/2020,Gyeong- buk,1316,9,1174,566,417,190,1,133,2,"Cheongdo  Daenam Hospital (120),  Bonghwa Pureun Nursing Home (68),  pilgrimage  to Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (61), etc."
06/04/2020,Gyeong- nam,111,13,80,32,43,5,0,18,2,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (8), etc."
06/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
06/04/2020,Airport,310,310,0,0,0,0,0,0,7,
06/04/2020,Total,10284,769,8483,5208,1906,1251,118,1032,47,
07/04/2020,Seoul,567,200,340,7,248,27,58,27,4,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20), Manmin  Central  Church  (40),
etc."
07/04/2020,Busan,123,12,80,12,50,18,0,31,1,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5),
etc."
07/04/2020,Daegu,6794,12,6067,4508,636,919,4,715,13,"Second  Mi-Ju  Hospital  (185), Hansarang  Convalescent Hospital  (126),  Daesil
Convalescent  Hospital  (98),
Fatima  Hospital  (35),  etc."
07/04/2020,Incheon,80,31,45,2,34,5,4,4,0,"Guro-gu  call  center  (20),  etc."
07/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
07/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
07/04/2020,Ulsan,40,9,24,16,1,4,3,7,0,
07/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
07/04/2020,Gyeonggi,590,125,421,29,292,62,38,44,10,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (35),  etc."
07/04/2020,Gangwon,47,10,28,17,11,0,0,9,2,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(6),  etc."
07/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,Goesan-gun  Jangyeon-myeon (11)
07/04/2020,Chung- nam,137,8,120,0,118,1,1,9,1,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
07/04/2020,"Jeon-
buk",16,7,4,1,3,0,0,5,0,
07/04/2020,"Jeon-
nam",15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
07/04/2020,Gyeong- buk,1317,9,1175,566,417,191,1,133,1,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (61),  etc."
07/04/2020,Gyeong- nam,112,13,81,32,43,6,0,18,1,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (8),  etc."
07/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
07/04/2020,Airport,324,324,0,0,0,0,0,0,14,
07/04/2020,Total,10331,802,8504,5209,1923,1253,119,1025,47,
08/04/2020,Seoul,578,207,341,7,248,26,60,30,11,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20), Manmin  Central  Church  (40),
etc."
08/04/2020,Busan,125,15,81,12,50,18,1,29,2,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5),
etc."
08/04/2020,Daegu,6803,12,6075,4508,640,923,4,716,9,"Second  Mi-Ju  Hospital  (186), Hansarang  Convalescent Hospital  (126),  Daesil
Convalescent  Hospital  (98),
Fatima  Hospital  (35),  etc."
08/04/2020,Incheon,84,31,45,2,34,5,4,8,4,"Guro-gu  call  center  (20),  etc."
08/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
08/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
08/04/2020,Ulsan,40,9,24,16,1,4,3,7,0,
08/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
08/04/2020,Gyeonggi,596,128,423,29,295,59,40,45,6,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (36),  etc."
08/04/2020,Gangwon,49,12,30,17,13,0,0,7,2,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(8),  etc."
08/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,Goesan-gun  Jangyeon-myeon (11)
08/04/2020,Chung- nam,137,8,120,0,118,1,1,9,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
08/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,1,
08/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
08/04/2020,Gyeong- buk,1320,9,1175,566,417,191,1,136,3,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (61),  etc."
08/04/2020,Gyeong- nam,113,13,83,32,43,7,1,17,1,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (9),  etc."
08/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
08/04/2020,Airport,338,338,0,0,0,0,0,0,14,
08/04/2020,Total,10384,832,8520,5209,1932,1254,125,1032,53,
09/04/2020,Seoul,590,217,347,8,256,19,64,26,12,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20), Manmin  Central  Church  (40),
etc."
09/04/2020,Busan,125,15,81,12,50,18,1,29,0,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5),
etc."
09/04/2020,Daegu,6807,12,6079,4508,645,922,4,716,4,"Second  Mi-Ju  Hospital  (186), Hansarang  Convalescent Hospital  (126),  Daesil
Convalescent  Hospital  (98),
Fatima  Hospital  (35),  etc."
09/04/2020,Incheon,84,33,46,2,34,5,5,5,0,"Guro-gu  call  center  (20),  etc."
09/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
09/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
09/04/2020,Ulsan,40,9,24,16,1,4,3,7,0,
09/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
09/04/2020,Gyeonggi,606,134,429,29,297,59,44,43,10,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (37),  etc."
09/04/2020,Gangwon,49,12,30,17,13,0,0,7,0,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(8),  etc."
09/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,Goesan-gun  Jangyeon-myeon (11)
09/04/2020,Chung- nam,138,8,120,0,118,1,1,10,1,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
09/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
09/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
09/04/2020,Gyeong- buk,1320,9,1178,566,420,191,1,133,0,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (61),  etc."
09/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,2,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
09/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
09/04/2020,Airport,348,348,0,0,0,0,0,0,10,
09/04/2020,Total,10423,861,8541,5210,1952,1245,134,1021,39,
10/04/2020,Seoul,595,218,350,8,257,20,65,27,5,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20), Manmin  Central  Church  (40),
etc."
10/04/2020,Busan,126,15,81,12,50,18,1,30,1,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5),
etc."
10/04/2020,Daegu,6807,12,6079,4508,646,921,4,716,0,"Second  Mi-Ju  Hospital  (186), Hansarang  Convalescent Hospital  (126),  Daesil
Convalescent  Hospital  (98),
Fatima  Hospital  (35),  etc."
10/04/2020,Incheon,85,34,47,2,34,5,6,4,1,"Guro-gu  call  center  (20),  etc."
10/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
10/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
10/04/2020,Ulsan,40,9,24,16,1,4,3,7,0,
10/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
10/04/2020,Gyeonggi,615,135,433,29,299,60,45,47,9,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (39),  etc."
10/04/2020,Gangwon,49,12,30,17,13,0,0,7,0,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(8),  etc."
10/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,Goesan-gun  Jangyeon-myeon (11)
10/04/2020,Chung- nam,138,9,120,0,118,1,1,9,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
10/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
10/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
10/04/2020,Gyeong- buk,1327,9,1181,566,421,193,1,137,7,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (61),  etc."
10/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
10/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
10/04/2020,Airport,352,352,0,0,0,0,0,0,4,
10/04/2020,Total,10450,869,8552,5210,1957,1248,137,1029,27,
11/04/2020,Seoul,599,222,349,8,258,18,65,28,4,"Guro-gu call center (98), Dong-an Church-PC Cafe (20), Manmin Central Church (40),
etc."
11/04/2020,Busan,126,15,81,12,50,18,1,30,0,"Onchun Church (39),
Suyeong-gu Kindergarten (5),
etc."
11/04/2020,Daegu,6814,13,6085,4508,651,922,4,716,7,"Second Mi-Ju Hospital (190), Hansarang Convalescent Hospital (126), Daesil
Convalescent Hospital (98),
Fatima Hospital (35), etc."
11/04/2020,Incheon,85,34,47,2,34,5,6,4,0,"Guro-gu call center (20), etc."
11/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
11/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea Forest Engineer Institute
(3), etc."
11/04/2020,Ulsan,41,10,24,16,1,4,3,7,1,
11/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry of Oceans and
Fisheries (30), gym facilities (8)"
11/04/2020,Gyeonggi,624,140,439,29,302,58,50,45,9,"Grace River Church in Seongnam (72), Guro-gu call center-Bucheon SaengMyeongSu Church (48), Uijeongbu St. Mary’s Hospital
(41), etc."
11/04/2020,Gangwon,49,12,30,17,13,0,0,7,0,"Apartments in Wonju City   (3), Euijeongbu St. Mary’s Hospital
(8), etc."
11/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun Jangyeon-myeon
(11)"
11/04/2020,Chung- nam,138,9,120,0,118,1,1,9,0,"Gym facilities in Cheonan (103), research center in Seosan (9),
etc."
11/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
11/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin Central Church (2)
11/04/2020,Gyeong- buk,1330,9,1185,566,427,191,1,136,3,"Cheongdo Daenam Hospital (120), Bonghwa Pureun Nursing Home (68), pilgrimage to Israel (49), Gyeongsan Seo Convalescent Hospital (65), etc."
11/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0,"Geochang Church (10), Geochang Woongyang-myeon
(8), Wings Tower (10), etc."
11/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
11/04/2020,Airport,358,358,0,0,0,0,0,0,6,
11/04/2020,Total,10480,886,8567,5210,1972,1243,142,1027,30,
12/04/2020,Seoul,602,225,350,8,258,19,65,27,3,"Guro-gu call center (98),
Dong-an Church-PC Cafe (20), Manmin Central Church (41), etc."
12/04/2020,Busan,126,15,81,12,50,18,1,30,0,"Onchun Church (39), Suyeong-gu Kindergarten (5), etc."
12/04/2020,Daegu,6816,14,6085,4508,651,922,4,717,2,"Second Mi-Ju Hospital (190), Hansarang Convalescent Hospital (126), Daesil Convalescent Hospital
(98), Fatima Hospital (36), etc."
12/04/2020,Incheon,86,35,47,2,34,5,6,4,1,"Guro-gu call  center (20),  etc."
12/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
12/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea Forest Engineer  Institute
(3),  etc."
12/04/2020,Ulsan,41,10,24,16,1,4,3,7,0,
12/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry of Oceans  and Fisheries
(30),  gym facilities  (8)"
12/04/2020,Gyeonggi,628,143,440,29,302,58,51,45,4,"Grace  River Church  in Seongnam  (72), Guro-gu call center-Bucheon  SaengMyeongSu Church  (48), Uijeongbu St.
Mary’s  Hospital (42),  etc."
12/04/2020,Gangwon,49,12,30,17,13,0,0,7,0,"Apartments  in  Wonju City   (3), Uijeongbu St. Mary’s  Hospital
(8),  etc."
12/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,Goesan-gun Jangyeon-myeon (11)
12/04/2020,"Chung-
nam",139,9,120,0,118,1,1,10,1,"Gym facilities in Cheonan (103), research center in Seosan (9), etc."
12/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
12/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin Central Church  (2)
12/04/2020,Gyeong- buk,1333,9,1190,566,432,191,1,134,3,"Cheongdo  Daenam Hospital (120),  Bonghwa Pureun Nursing Home (68),  pilgrimage  to Israel (49),  Gyeongsan  Seo
Convalescent Hospital  (65), etc."
12/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10), etc."
12/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
12/04/2020,Airport,376,376,0,0,0,0,0,0,18,
12/04/2020,Total,10512,912,8574,5210,1977,1244,143,1026,32,
13/04/2020,Seoul,610,233,355,8,262,18,67,22,8,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
13/04/2020,Busan,126,16,81,12,50,18,1,29,0,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
13/04/2020,Daegu,6819,14,6088,4508,653,923,4,717,3,"Second  Mi-Ju  Hospital  (191), Hansarang  Convalescent Hospital  (126),  Daesil
Convalescent  Hospital  (98),
Fatima  Hospital  (36),  etc."
13/04/2020,Incheon,87,36,47,2,34,5,6,4,1,"Guro-gu  call  center  (20),  etc."
13/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
13/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
13/04/2020,Ulsan,41,10,24,16,1,4,3,7,0,
13/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
13/04/2020,Gyeonggi,631,143,442,29,302,58,53,46,3,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (42),  etc."
13/04/2020,Gangwon,49,12,30,17,13,0,0,7,0,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(8),  etc."
13/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
13/04/2020,Chung- nam,139,10,120,0,118,1,1,9,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
13/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
13/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
13/04/2020,Gyeong- buk,1337,9,1194,566,436,191,1,134,4,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (65),  etc."
13/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
13/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
13/04/2020,Airport,382,382,0,0,0,0,0,0,6,
13/04/2020,Total,10537,929,8588,5210,1987,1244,147,1020,25,
14/04/2020,Seoul,612,233,355,8,262,18,67,24,2,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
14/04/2020,Busan,126,16,81,12,50,18,1,29,0,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
14/04/2020,Daegu,6822,15,6090,4509,655,922,4,717,3,"Second  Mi-Ju  Hospital  (193), Hansarang  Convalescent Hospital  (126),  Daesil
Convalescent  Hospital  (98),
Fatima  Hospital  (36),  etc."
14/04/2020,Incheon,88,37,47,2,34,5,6,4,1,"Guro-gu  call  center  (20),  etc."
14/04/2020,Gwangju,27,11,16,9,0,1,6,0,0,
14/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
14/04/2020,Ulsan,42,10,24,16,1,4,3,8,1,
14/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
14/04/2020,Gyeonggi,639,145,447,29,305,60,53,47,8,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (44),  etc."
14/04/2020,Gangwon,49,12,30,17,13,0,0,7,0,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(8),  etc."
14/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
14/04/2020,Chung- nam,139,10,120,0,118,1,1,9,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
14/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
14/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
14/04/2020,Gyeong- buk,1342,9,1197,566,439,191,1,136,5,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (65),  etc."
14/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
14/04/2020,Jeju,12,7,1,0,0,0,1,4,0,
14/04/2020,Airport,389,389,0,0,0,0,0,0,7,
14/04/2020,Total,10564,940,8598,5211,1995,1245,147,1026,27,
15/04/2020,Seoul,617,238,356,8,262,19,67,23,5,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
15/04/2020,Busan,127,17,81,12,50,18,1,29,1,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
15/04/2020,Daegu,6823,16,6090,4509,655,922,4,717,1,"Second  Mi-Ju  Hospital  (193), Hansarang  Convalescent Hospital  (126),  Daesil
Convalescent  Hospital  (99),
Fatima  Hospital  (36),  etc."
15/04/2020,Incheon,88,37,47,2,34,5,6,4,0,"Guro-gu  call  center  (20),  etc."
15/04/2020,Gwangju,28,11,16,9,0,1,6,1,1,
15/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer  Institute
(3),  etc."
15/04/2020,Ulsan,42,11,24,16,1,4,3,7,0,
15/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
15/04/2020,Gyeonggi,645,146,457,29,312,59,57,42,6,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (47),  etc."
15/04/2020,Gangwon,51,13,31,17,14,0,0,7,2,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(9),  etc."
15/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,Goesan-gun  Jangyeon-myeon (11)
15/04/2020,Chung- nam,139,10,120,0,118,1,1,9,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
15/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
15/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
15/04/2020,Gyeong- buk,1348,9,1205,566,446,192,1,134,6,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yechun-gun  (25)  etc."
15/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
15/04/2020,Jeju,13,8,1,0,0,0,1,4,1,
15/04/2020,Airport,393,393,0,0,0,0,0,0,4,
15/04/2020,Total,10591,955,8618,5211,2010,1246,151,1018,27,
16/04/2020,Seoul,619,239,357,8,262,18,69,23,2,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
16/04/2020,Busan,130,20,81,12,50,18,1,29,3,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
16/04/2020,Daegu,6827,16,6094,4509,659,922,4,717,4,"Second  Mi-Ju  Hospital  (193), Hansarang  Convalescent Hospital  (127),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (36),  etc."
16/04/2020,Incheon,88,37,47,2,34,5,6,4,0,"Guro-gu  call  center  (20),  etc."
16/04/2020,Gwangju,28,12,16,9,0,1,6,0,0,
16/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
16/04/2020,Ulsan,42,11,24,16,1,4,3,7,0,
16/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
16/04/2020,Gyeonggi,649,149,458,29,313,58,58,42,4,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (47),  etc."
16/04/2020,Gangwon,52,13,32,17,15,0,0,7,1,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(10),  etc."
16/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
16/04/2020,Chung- nam,139,10,120,0,118,1,1,9,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
16/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
16/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
16/04/2020,Gyeong- buk,1352,9,1209,566,451,191,1,134,4,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yechun-gun  (31),  etc."
16/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
16/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
16/04/2020,Airport,397,397,0,0,0,0,0,0,4,
16/04/2020,Total,10613,967,8629,5211,2021,1243,154,1017,22,
17/04/2020,Seoul,621,241,357,8,262,18,69,23,2,"Guro-gu call  center (98),
Dong-an Church-PC Cafe  (20),
Manmin Central Church  (41), etc."
17/04/2020,Busan,130,20,81,12,50,18,1,29,0,"Onchun Church  (39),
Suyeong-gu Kindergarten (5), etc."
17/04/2020,Daegu,6827,16,6092,4509,657,922,4,719,0,"Second Mi-Ju  Hospital (193), Hansarang  Convalescent Hospital  (127), Daesil
Convalescent Hospital  (100),
Fatima Hospital  (36), etc."
17/04/2020,Incheon,89,37,48,2,34,5,7,4,1,"Guro-gu call  center (20),  etc."
17/04/2020,Gwangju,30,14,16,9,0,1,6,0,2,
17/04/2020,Daejeon,40,9,21,2,11,8,0,10,1,"Korea Forest Engineer  Institute
(3),  etc."
17/04/2020,Ulsan,42,11,24,16,1,4,3,7,0,
17/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry of Oceans  and Fisheries
(30),  gym facilities  (8)"
17/04/2020,Gyeonggi,650,150,459,29,314,55,61,41,1,"Grace  River Church  in Seongnam  (72), Guro-gu call center-Bucheon  SaengMyeongSu Church  (48), Uijeongbu St.
Mary’s  Hospital (47),  etc."
17/04/2020,Gangwon,52,13,32,17,15,0,0,7,0,"Apartments  in  Wonju City   (3), Euijeongbu  St.  Mary’s  Hospital
(10),  etc."
17/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
17/04/2020,Chung- nam,139,10,120,0,118,1,1,9,0,"Gym  facilities  in  Cheonan (103), research  center  in Seosan (9),
etc."
