date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc,other_major_epilinks
10/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
10/05/2020,Jeju,14,8,2,0,1,0,1,4,1,
10/05/2020,Airport,476,476,0,0,0,0,0,0,6,
10/05/2020,Total,10874,1127,8722,5212,2118,1234,158,1025,34,
11/05/2020,Seoul,683,259,401,8,308,16,69,23,20,"Itaewon clubs (44), Guro-gu  call center  (98),  Dong-an  Church-PC Cafe  (20),  Manmin Central Church (41),  etc."
11/05/2020,Busan,141,27,85,12,54,18,1,29,0,"Onchun Church (39),
Suyeong-gu Kindergarten  (5), etc."
11/05/2020,Daegu,6861,24,6115,4510,678,923,4,722,0,"Second  Mi-Ju Hospital  (196), Hansarang  Convalescent Hospital (128),  Daesil
Convalescent Hospital (100), Fatima  Hospital  (37),  etc."
11/05/2020,Incheon,104,46,54,2,40,5,7,4,3,"Itaewon clubs (6),  Guro-gu call
center  (20),  etc."
11/05/2020,Gwangju,30,14,16,9,0,1,6,0,0,
11/05/2020,Daejeon,41,11,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
11/05/2020,Ulsan,44,13,24,16,2,3,3,7,0,
11/05/2020,Sejong,47,4,42,1,38,3,0,1,1,"Ministry  of Oceans  and  Fisheries
(30),  gym facilities (8)"
11/05/2020,Gyeonggi,698,170,484,29,341,52,62,44,4,"Itaewon clubs (15),  Grace  River Church in Seongnam (72), Guro-gu call  center-Bucheon SaengMyeongSu Church (48), Uijeongbu  St.  Mary’s Hospital (50),  etc."
11/05/2020,Gangwon,54,15,32,17,15,0,0,7,1,"Apartments in  Wonju  City   (3), Uijeongbu  St.  Mary’s Hospital (10),  etc."
11/05/2020,"Chung-
buk",52,7,37,6,23,6,2,8,3,"Itaewon clubs (5),  Goesan-gun
Jangyeon-myeon  (11)"
11/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0,"Gym facilities in  Cheonan (103), research center  in  Seosan (9), etc."
11/05/2020,Jeonbuk,19,10,4,1,3,0,0,5,0,
11/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0,
11/05/2020,Gyeong- buk,1366,11,1224,566,468,190,0,131,0,"Cheongdo Daenam Hospital (120),  Bonghwa  Pureun Nursing Home  (68),  pilgrimage to Israel (49),  Gyeongsan Seo
Convalescent Hospital (66),
Yecheon-gun  (41),  etc."
11/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
11/05/2020,Jeju,14,8,2,0,1,0,1,4,0,
11/05/2020,Airport,479,479,0,0,0,0,0,0,3,
11/05/2020,Total,10909,1133,8751,5212,2147,1234,158,1025,35,
