date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc
09/05/2020,Airport,470,470,0,0,0,0,0,0,0
09/05/2020,Total,10840,1119,8698,5212,2093,1235,158,1023,18
10/05/2020,Seoul,663,259,381,8,288,16,69,23,14
10/05/2020,Busan,141,27,85,12,54,18,1,29,0
10/05/2020,Daegu,6861,24,6115,4510,678,923,4,722,2
10/05/2020,Incheon,101,45,52,2,38,5,7,4,3
10/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
10/05/2020,Daejeon,41,11,21,2,11,8,0,9,0
10/05/2020,Ulsan,44,13,24,16,2,3,3,7,0
10/05/2020,Sejong,46,3,42,1,38,3,0,1,0
10/05/2020,Gyeonggi,694,170,480,29,337,52,62,44,6
10/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
10/05/2020,"Chung-
buk",49,7,34,6,20,6,2,8,2
10/05/2020,Chung- nam,143,13,120,,118,1,1,10,0
10/05/2020,Jeonbuk,19,10,4,1,3,0,0,5,0
10/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
10/05/2020,Gyeong- buk,1366,11,1224,566,468,190,0,131,0
10/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
10/05/2020,Jeju,14,8,2,0,1,0,1,4,1
10/05/2020,Airport,476,476,0,0,0,0,0,0,6
10/05/2020,Total,10874,1127,8722,5212,2118,1234,158,1025,34
11/05/2020,Seoul,683,259,401,8,308,16,69,23,20
11/05/2020,Busan,141,27,85,12,54,18,1,29,0
11/05/2020,Daegu,6861,24,6115,4510,678,923,4,722,0
11/05/2020,Incheon,104,46,54,2,40,5,7,4,3
11/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
11/05/2020,Daejeon,41,11,21,2,11,8,0,9,0
11/05/2020,Ulsan,44,13,24,16,2,3,3,7,0
11/05/2020,Sejong,47,4,42,1,38,3,0,1,1
11/05/2020,Gyeonggi,698,170,484,29,341,52,62,44,4
11/05/2020,Gangwon,54,15,32,17,15,0,0,7,1
11/05/2020,"Chung-
buk",52,7,37,6,23,6,2,8,3
11/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
11/05/2020,Jeonbuk,19,10,4,1,3,0,0,5,0
11/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
11/05/2020,Gyeong- buk,1366,11,1224,566,468,190,0,131,0
11/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
11/05/2020,Jeju,14,8,2,0,1,0,1,4,0
11/05/2020,Airport,479,479,0,0,0,0,0,0,3
11/05/2020,Total,10909,1133,8751,5212,2147,1234,158,1025,35
12/05/2020,Seoul,695,259,413,8,320,16,69,23,12
12/05/2020,Busan,141,27,85,12,54,18,1,29,0
12/05/2020,Daegu,6862,24,6115,4510,678,923,4,723,1
12/05/2020,Incheon,105,46,55,2,41,5,7,4,1
12/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
12/05/2020,Daejeon,43,13,21,2,11,8,0,9,2
12/05/2020,Ulsan,44,13,24,16,2,3,3,7,0
12/05/2020,Sejong,47,4,42,1,38,3,0,1,0
12/05/2020,Gyeonggi,706,170,492,29,349,52,62,44,8
12/05/2020,Gangwon,54,15,32,17,15,0,0,7,0
12/05/2020,"Chung-
buk",52,7,37,6,23,6,2,8,0
12/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
12/05/2020,Jeonbuk,19,10,4,1,3,0,0,5,0
12/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
12/05/2020,Gyeong- buk,1367,12,1224,566,468,190,0,131,1
12/05/2020,Gyeong- nam,118,15,85,32,46,6,1,18,1
12/05/2020,Jeju,14,8,2,0,1,0,1,4,0
12/05/2020,Airport,480,480,0,0,0,0,0,0,1
12/05/2020,Total,10936,1138,8772,5212,2168,1234,158,1026,27
13/05/2020,Seoul,707,259,425,8,332,16,69,23,12
13/05/2020,Busan,144,27,88,12,57,18,1,29,3
13/05/2020,Daegu,6865,25,6117,4510,678,925,4,723,3
13/05/2020,Incheon,107,46,55,2,41,5,7,6,2
13/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
13/05/2020,Daejeon,43,13,21,2,11,8,0,9,0
13/05/2020,Ulsan,45,14,24,16,2,3,3,7,1
13/05/2020,Sejong,47,4,42,1,38,3,0,1,0
13/05/2020,Gyeonggi,708,171,493,29,350,52,62,44,2
13/05/2020,Gangwon,54,15,32,17,15,0,0,7,0
13/05/2020,"Chung-
buk",52,7,37,6,23,6,2,8,0
13/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
13/05/2020,Jeonbuk,20,10,5,1,4,0,0,5,1
13/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
13/05/2020,Gyeong- buk,1367,12,1224,566,468,190,0,131,0
13/05/2020,Gyeong- nam,119,15,86,32,47,6,1,18,1
13/05/2020,Jeju,14,8,2,0,1,0,1,4,0
13/05/2020,Airport,481,481,0,0,0,0,0,0,1
13/05/2020,Total,10962,1142,8792,5212,2186,1236,158,1028,26
14/05/2020,Seoul,711,260,428,8,335,16,69,23,4
14/05/2020,Busan,144,27,88,12,57,18,1,29,0
14/05/2020,Daegu,6865,25,6116,4510,678,924,4,724,0
14/05/2020,Incheon,119,46,67,2,52,6,7,6,12
14/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
14/05/2020,Daejeon,43,13,21,2,11,8,0,9,0
14/05/2020,Ulsan,45,14,24,16,2,3,3,7,0
14/05/2020,Sejong,47,4,42,1,38,3,0,1,0
14/05/2020,Gyeonggi,714,171,499,29,356,52,62,44,6
14/05/2020,Gangwon,55,15,33,17,16,0,0,7,1
14/05/2020,"Chung-
buk",55,7,40,6,26,6,2,8,3
14/05/2020,Chung- nam,144,13,121,0,119,1,1,10,1
14/05/2020,Jeonbuk,20,10,5,1,4,0,0,5,0
14/05/2020,Jeonnam,17,9,5,1,1,2,1,3,1
14/05/2020,Gyeong- buk,1368,13,1224,566,468,190,0,131,1
14/05/2020,Gyeong- nam,119,15,86,32,47,6,1,18,0
14/05/2020,Jeju,14,8,2,0,1,0,1,4,0
14/05/2020,Airport,481,481,0,0,0,0,0,0,0
14/05/2020,Total,10991,1145,8817,5212,2211,1236,158,1029,29
15/05/2020,Seoul,725,260,441,8,348,16,69,24,14
15/05/2020,Busan,144,27,88,12,57,18,1,29,0
15/05/2020,Daegu,6868,25,6119,4510,678,927,4,724,3
15/05/2020,Incheon,124,47,71,2,56,6,7,6,5
15/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
15/05/2020,Daejeon,43,13,21,2,11,8,0,9,0
15/05/2020,Ulsan,45,14,24,16,2,3,3,7,0
15/05/2020,Sejong,47,4,42,1,38,3,0,1,0
15/05/2020,Gyeonggi,717,173,499,29,356,52,62,45,3
15/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
15/05/2020,"Chung-
buk",55,7,40,6,26,6,2,8,0
15/05/2020,Chung- nam,144,13,121,0,119,1,1,10,0
15/05/2020,Jeonbuk,20,10,5,1,4,0,0,5,0
15/05/2020,Jeonnam,18,10,5,1,1,2,1,3,1
15/05/2020,Gyeong- buk,1368,13,1224,566,468,190,0,131,0
15/05/2020,Gyeong- nam,119,15,86,32,47,6,1,18,0
15/05/2020,Jeju,14,8,2,0,1,0,1,4,0
15/05/2020,Airport,482,482,0,0,0,0,0,0,1
15/05/2020,Total,11018,1150,8837,5212,2228,1239,158,1031,27
16/05/2020,Seoul,730,260,446,8,353,16,69,24,5
16/05/2020,Busan,144,27,88,12,57,18,1,29,0
16/05/2020,Daegu,6869,25,6120,4510,678,928,4,724,1
16/05/2020,Incheon,124,47,72,2,57,6,7,5,0
16/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
16/05/2020,Daejeon,43,13,21,2,11,8,0,9,0
16/05/2020,Ulsan,45,14,24,16,2,3,3,7,0
16/05/2020,Sejong,47,4,42,1,38,3,0,1,0
16/05/2020,Gyeonggi,721,175,500,29,357,52,62,46,4
16/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
16/05/2020,"Chung-
buk",56,7,41,6,27,6,2,8,1
16/05/2020,"Chung-
nam",144,13,121,0,119,1,1,10,0
16/05/2020,Jeonbuk,20,10,5,1,4,0,0,5,0
16/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
16/05/2020,Gyeong- buk,1368,13,1224,566,468,190,0,131,0
16/05/2020,Gyeong- nam,119,15,86,32,47,6,1,18,0
16/05/2020,Jeju,14,8,2,0,1,0,1,4,0
16/05/2020,Airport,490,490,0,0,0,0,0,0,8
16/05/2020,Total,11037,1160,8846,5212,2236,1240,158,1031,19
17/05/2020,Seoul,735,261,450,8,357,16,69,24,5
17/05/2020,Busan,144,27,88,12,57,18,1,29,0
17/05/2020,Daegu,6870,25,6120,4510,678,928,4,725,1
17/05/2020,Incheon,124,47,72,2,57,6,7,5,0
17/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
17/05/2020,Daejeon,44,13,22,2,12,8,0,9,1
17/05/2020,Ulsan,45,14,24,16,2,3,3,7,0
17/05/2020,Sejong,47,4,42,1,38,3,0,1,0
17/05/2020,Gyeonggi,721,175,500,29,357,52,62,46,0
17/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
17/05/2020,Chung- buk,56,7,41,6,27,6,2,8,0
17/05/2020,Chung- nam,144,13,121,0,119,1,1,10,0
17/05/2020,Jeonbuk,20,10,5,1,4,0,0,5,0
17/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
17/05/2020,Gyeong- buk,1368,13,1224,566,468,190,0,131,0
17/05/2020,Gyeong- nam,121,17,86,32,47,6,1,18,2
17/05/2020,Jeju,14,8,2,0,1,0,1,4,0
17/05/2020,Airport,494,494,0,0,0,0,0,0,4
17/05/2020,Total,11050,1167,8851,5212,2241,1240,158,1032,13
18/05/2020,Seoul,736,262,450,8,357,16,69,24,1
18/05/2020,Busan,144,27,88,12,57,18,1,29,0
18/05/2020,Daegu,6871,25,6115,4510,678,923,4,731,1
18/05/2020,Incheon,124,47,72,2,57,6,7,5,0
18/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
18/05/2020,Daejeon,44,13,22,2,12,8,0,9,0
18/05/2020,Ulsan,45,14,24,16,2,3,3,7,0
18/05/2020,Sejong,47,4,42,1,38,3,0,1,0
18/05/2020,Gyeonggi,724,176,502,29,359,52,62,46,3
18/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
18/05/2020,"Chung-
buk",59,8,42,6,27,7,2,9,3
18/05/2020,Chung- nam,144,13,121,0,119,1,1,10,0
18/05/2020,Jeonbuk,20,10,5,1,4,0,0,5,0
18/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
18/05/2020,Gyeong- buk,1368,13,1224,566,468,190,0,131,0
18/05/2020,Gyeong- nam,121,17,86,32,47,6,1,18,0
18/05/2020,Jeju,14,8,2,0,1,0,1,4,0
18/05/2020,Airport,501,501,0,0,0,0,0,0,7
18/05/2020,Total,11065,1177,8849,5212,2243,1236,158,1039,15
19/05/2020,Seoul,742,262,455,8,361,17,69,25,6
19/05/2020,Busan,144,27,88,12,57,18,1,29,0
19/05/2020,Daegu,6871,25,6115,4510,678,923,4,731,0
19/05/2020,Incheon,126,47,74,2,59,6,7,5,2
19/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
19/05/2020,Daejeon,44,13,22,2,12,8,0,9,0
19/05/2020,Ulsan,49,18,24,16,2,3,3,7,4
19/05/2020,Sejong,47,4,42,1,38,3,0,1,0
19/05/2020,Gyeonggi,725,176,503,29,360,52,62,46,1
19/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
19/05/2020,"Chung-
buk",59,8,42,6,27,7,2,9,0
19/05/2020,Chung- nam,144,13,121,0,119,1,1,10,0
19/05/2020,Jeonbuk,20,10,5,1,4,0,0,5,0
19/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
19/05/2020,Gyeong- buk,1368,13,1224,566,468,190,0,131,0
19/05/2020,Gyeong- nam,121,17,86,32,47,6,1,18,0
19/05/2020,Jeju,14,8,2,0,1,0,1,4,0
19/05/2020,Airport,501,501,0,0,0,0,0,0,0
19/05/2020,Total,11078,1181,8857,5212,2250,1237,158,1040,13
20/05/2020,Seoul,752,266,460,8,366,17,69,26,10
20/05/2020,Busan,144,27,88,12,57,18,1,29,0
20/05/2020,Daegu,6872,25,6115,4510,678,923,4,732,1
20/05/2020,Incheon,134,47,82,2,67,6,7,5,8
20/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
20/05/2020,Daejeon,44,13,22,2,12,8,0,9,0
20/05/2020,Ulsan,49,18,24,16,2,3,3,7,0
20/05/2020,Sejong,47,4,42,1,38,3,0,1,0
20/05/2020,Gyeonggi,735,178,510,29,367,52,62,47,10
20/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
20/05/2020,"Chung-
buk",59,8,42,6,27,7,2,9,0
20/05/2020,Chung- nam,144,13,121,0,119,1,1,10,0
20/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,1
20/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
20/05/2020,Gyeong- buk,1368,13,1224,566,468,190,0,131,0
20/05/2020,Gyeong- nam,121,17,86,32,47,6,1,18,0
20/05/2020,Jeju,14,8,2,0,1,0,1,4,0
20/05/2020,Airport,503,503,0,0,0,0,0,0,2
20/05/2020,Total,11110,1189,8878,5212,2271,1237,158,1043,32
21/05/2020,Seoul,756,267,463,8,369,17,69,26,4
21/05/2020,Busan,144,27,88,12,57,18,1,29,0
21/05/2020,Daegu,6872,25,6115,4510,678,923,4,732,0
21/05/2020,Incheon,140,47,88,2,73,6,7,5,6
21/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
21/05/2020,Daejeon,44,13,22,2,12,8,0,9,0
21/05/2020,Ulsan,49,18,24,16,2,3,3,7,0
21/05/2020,Sejong,47,4,42,1,38,3,0,1,0
21/05/2020,Gyeonggi,735,178,510,29,367,52,62,47,0
21/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
21/05/2020,"Chung-
buk",59,8,42,6,27,7,2,9,0
21/05/2020,Chung- nam,145,13,122,0,120,1,1,10,1
21/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
21/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
21/05/2020,Gyeong- buk,1368,13,1224,566,468,190,0,131,0
21/05/2020,Gyeong- nam,121,17,86,32,47,6,1,18,0
21/05/2020,Jeju,14,8,2,0,1,0,1,4,0
21/05/2020,Airport,504,504,0,0,0,0,0,0,1
21/05/2020,Total,11122,1191,8888,5212,2281,1237,158,1043,12
22/05/2020,Seoul,758,268,463,8,369,17,69,27,2
22/05/2020,Busan,144,27,88,12,57,18,1,29,0
22/05/2020,Daegu,6872,25,6115,4510,678,923,4,732,0
22/05/2020,Incheon,141,47,89,2,74,6,7,5,1
22/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
22/05/2020,Daejeon,44,13,22,2,12,8,0,9,0
22/05/2020,Ulsan,50,19,24,16,2,3,3,7,1
22/05/2020,Sejong,47,4,42,1,38,3,0,1,
22/05/2020,Gyeonggi,741,178,516,29,371,54,62,47,6
22/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
22/05/2020,"Chung-
buk",59,8,42,6,27,7,2,9,0
22/05/2020,Chung- nam,145,13,122,0,120,1,1,10,0
22/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
22/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
22/05/2020,Gyeong- buk,1370,13,1225,566,468,191,0,132,2
22/05/2020,Gyeong- nam,122,17,87,32,48,6,1,18,1
22/05/2020,Jeju,14,8,2,0,1,0,1,4,0
22/05/2020,Airport,511,511,0,0,0,0,0,0,7
22/05/2020,Total,11142,1200,8897,5212,2287,1240,158,1045,20
23/05/2020,Seoul,762,268,467,8,373,17,69,27,4
23/05/2020,Busan,144,27,88,12,57,18,1,29,0
23/05/2020,Daegu,6873,25,6116,4510,678,924,4,732,1
23/05/2020,Incheon,141,47,89,2,74,6,7,5,0
23/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
23/05/2020,Daejeon,45,14,22,2,12,8,0,9,1
23/05/2020,Ulsan,50,19,24,16,2,3,3,7,0
23/05/2020,Sejong,47,4,42,1,38,3,0,1,0
23/05/2020,Gyeonggi,754,178,528,29,385,52,62,48,13
23/05/2020,Gangwon,55,15,33,17,16,0,0,7,0
23/05/2020,"Chung-
buk",59,8,42,6,27,7,2,9,0
23/05/2020,Chung- nam,145,13,122,0,120,1,1,10,0
23/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
23/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
23/05/2020,Gyeong- buk,1370,13,1225,566,468,191,0,132,0
23/05/2020,Gyeong- nam,123,17,87,32,48,6,1,19,1
23/05/2020,Jeju,14,8,2,0,1,0,1,4,0
23/05/2020,Airport,514,514,0,0,0,0,0,0,3
23/05/2020,Total,11165,1204,8914,5212,2305,1239,158,1047,23
24/05/2020,Seoul,768,270,471,8,377,17,69,27,6
24/05/2020,Busan,144,27,88,12,57,18,1,29,0
24/05/2020,Daegu,6873,25,6117,4510,682,921,4,731,0
24/05/2020,Incheon,143,47,91,2,76,6,7,5,2
24/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
24/05/2020,Daejeon,45,14,22,2,12,8,0,9,0
24/05/2020,Ulsan,50,19,24,16,2,3,3,7,0
24/05/2020,Sejong,47,4,42,1,38,3,0,1,0
24/05/2020,Gyeonggi,760,179,533,29,390,52,62,48,6
24/05/2020,Gangwon,56,16,33,17,16,0,0,7,1
24/05/2020,"Chung-
buk",59,8,42,6,27,7,2,9,0
24/05/2020,Chung- nam,145,13,122,0,120,1,1,10,0
24/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
24/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
24/05/2020,Gyeong- buk,1376,13,1231,566,474,191,0,132,6
24/05/2020,"Gyeong-
nam",123,17,87,32,48,6,1,19,0
24/05/2020,Jeju,14,8,2,0,1,0,1,4,0
24/05/2020,Airport,518,518,0,0,0,0,0,0,4
24/05/2020,Total,11190,1212,8932,5212,2326,1236,158,1046,25
25/05/2020,Seoul,774,270,476,8,382,17,69,28,6
25/05/2020,Busan,144,27,88,12,57,18,1,29,0
25/05/2020,Daegu,6874,25,6120,4510,682,924,4,731,1
25/05/2020,Incheon,144,47,92,2,77,6,7,5,1
25/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
25/05/2020,Daejeon,45,14,22,2,12,8,0,9,0
25/05/2020,Ulsan,50,19,24,16,2,3,3,7,0
25/05/2020,Sejong,47,4,42,1,38,3,0,1,0
25/05/2020,Gyeonggi,766,181,537,29,394,52,62,48,6
25/05/2020,Gangwon,56,16,33,17,16,0,0,7,0
25/05/2020,"Chung-
buk",59,8,42,6,27,7,2,9,0
25/05/2020,Chung- nam,145,13,122,0,120,1,1,10,0
25/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
25/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
25/05/2020,Gyeong- buk,1377,13,1232,566,475,191,0,132,1
25/05/2020,Gyeong- nam,123,17,87,32,48,6,1,19,0
25/05/2020,Jeju,14,8,2,0,1,0,1,4,0
25/05/2020,Airport,519,519,0,0,0,0,0,0,1
25/05/2020,Total,11206,1215,8946,5212,2337,1239,158,1047,16
26/05/2020,Seoul,783,271,485,8,390,18,69,27,9
26/05/2020,Busan,144,27,88,12,57,18,1,29,0
26/05/2020,Daegu,6875,25,6119,4510,685,920,4,731,1
26/05/2020,Incheon,147,47,95,2,80,6,7,5,3
26/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
26/05/2020,Daejeon,45,14,22,2,12,8,0,9,0
26/05/2020,Ulsan,50,19,24,16,2,3,3,7,0
26/05/2020,Sejong,47,4,42,1,38,3,0,1,0
26/05/2020,Gyeonggi,768,181,539,29,396,52,62,48,2
26/05/2020,Gangwon,56,16,33,17,16,0,0,7,0
26/05/2020,"Chung-
buk",60,8,42,6,27,7,2,10,1
26/05/2020,Chung- nam,145,13,122,0,120,1,1,10,0
26/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
26/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
26/05/2020,Gyeong- buk,1378,13,1232,566,476,190,0,133,1
26/05/2020,Gyeong- nam,123,17,87,32,48,6,1,19,0
26/05/2020,Jeju,14,8,2,0,1,0,1,4,0
26/05/2020,Airport,521,521,0,0,0,0,0,0,2
26/05/2020,Total,11225,1218,8959,5212,2354,1235,158,1048,19
27/05/2020,Seoul,802,271,501,8,403,21,69,30,19
27/05/2020,Busan,144,27,88,12,57,18,1,29,0
27/05/2020,Daegu,6878,26,6119,4510,685,920,4,733,3
27/05/2020,Incheon,158,48,105,2,90,6,7,5,11
27/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
27/05/2020,Daejeon,45,14,22,2,12,8,0,9,0
27/05/2020,Ulsan,50,19,24,16,2,3,3,7,0
27/05/2020,Sejong,47,4,42,1,38,3,0,1,0
27/05/2020,Gyeonggi,774,181,544,29,397,56,62,49,6
27/05/2020,Gangwon,56,16,33,17,16,0,0,7,0
27/05/2020,"Chung-
buk",60,8,42,6,27,7,2,10,0
27/05/2020,Chung- nam,145,13,122,0,120,1,1,10,0
27/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
27/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
27/05/2020,Gyeong- buk,1378,13,1233,566,477,190,0,132,0
27/05/2020,Gyeong- nam,123,17,87,32,48,6,1,19,0
27/05/2020,Jeju,14,8,2,0,1,0,1,4,0
27/05/2020,Airport,522,522,0,0,0,0,0,0,1
27/05/2020,Total,11265,1221,8991,5212,2379,1242,158,1053,40
28/05/2020,Seoul,826,273,520,8,425,18,69,33,24
28/05/2020,Busan,145,28,88,12,57,18,1,29,1
28/05/2020,Daegu,6880,26,6118,4510,684,920,4,736,2
28/05/2020,Incheon,180,48,127,2,112,6,7,5,22
28/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
28/05/2020,Daejeon,45,14,22,2,12,8,0,9,0
28/05/2020,Ulsan,50,19,24,16,2,3,3,7,0
28/05/2020,Sejong,47,4,42,1,38,3,0,1,0
28/05/2020,Gyeonggi,795,181,566,29,423,52,62,48,21
28/05/2020,Gangwon,56,16,33,17,16,0,0,7,0
28/05/2020,"Chung-
buk",60,8,42,6,27,7,2,10,0
28/05/2020,Chung- nam,146,13,123,0,121,1,1,10,1
28/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
28/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
28/05/2020,Gyeong- buk,1379,14,1233,566,477,190,0,132,1
28/05/2020,Gyeong- nam,123,17,87,32,48,6,1,19,0
28/05/2020,Jeju,14,8,2,0,1,0,1,4,0
28/05/2020,Airport,529,529,0,0,0,0,0,0,7
28/05/2020,Total,11344,1232,9054,5212,2449,1235,158,1058,79
29/05/2020,Seoul,846,274,538,8,443,18,69,34,20
29/05/2020,Busan,145,28,88,12,57,18,1,29,0
29/05/2020,Daegu,6880,26,6118,4510,684,920,4,736,0
29/05/2020,Incheon,198,48,144,2,129,6,7,6,18
29/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
29/05/2020,Daejeon,45,14,22,2,12,8,0,9,0
29/05/2020,Ulsan,50,19,24,16,2,3,3,7,0
29/05/2020,Sejong,47,4,42,1,38,3,0,1,0
29/05/2020,Gyeonggi,815,183,583,29,438,54,62,49,20
29/05/2020,Gangwon,56,16,33,17,16,0,0,7,0
29/05/2020,"Chung-
buk",60,8,42,6,27,7,2,10,0
29/05/2020,Chung- nam,146,13,123,0,121,1,1,10,0
29/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
29/05/2020,Jeonnam,18,10,5,1,1,2,1,3,0
29/05/2020,Gyeong- buk,1379,14,1233,566,477,190,0,132,0
29/05/2020,Gyeong- nam,123,17,87,32,48,6,1,19,0
29/05/2020,Jeju,14,8,2,0,1,0,1,4,0
29/05/2020,Airport,529,529,0,0,0,0,0,0,0
29/05/2020,Total,11402,1235,9106,5212,2499,1237,158,1061,58
30/05/2020,Seoul,855,276,542,8,447,18,69,37,9
30/05/2020,Busan,146,28,88,12,57,18,1,30,1
30/05/2020,Daegu,6882,27,6118,4510,684,920,4,737,2
30/05/2020,Incheon,203,48,149,2,134,6,7,6,5
30/05/2020,Gwangju,32,16,16,9,0,1,6,0,2
30/05/2020,Daejeon,45,14,22,2,12,8,0,9,0
30/05/2020,Ulsan,50,19,24,16,2,3,3,7,0
30/05/2020,Sejong,47,4,42,1,38,3,0,1,0
30/05/2020,Gyeonggi,828,184,595,29,450,53,63,49,13
30/05/2020,Gangwon,57,16,34,17,17,0,0,7,1
30/05/2020,"Chung-
buk",60,8,42,6,27,7,2,10,0
30/05/2020,Chung- nam,146,13,123,0,121,1,1,10,0
30/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
30/05/2020,Jeonnam,19,11,5,1,1,2,1,3,1
30/05/2020,Gyeong- buk,1379,14,1233,566,477,190,0,132,0
30/05/2020,Gyeong- nam,123,17,87,32,48,6,1,19,0
30/05/2020,Jeju,14,8,2,0,1,0,1,4,0
30/05/2020,Airport,534,534,0,0,0,0,0,0,5
30/05/2020,Total,11441,1247,9128,5212,2521,1236,159,1066,39
31/05/2020,Seoul,861,277,546,8,451,18,69,38,6
31/05/2020,Busan,147,29,88,12,57,18,1,30,1
31/05/2020,Daegu,6883,28,6118,4510,684,920,4,737,1
31/05/2020,Incheon,206,48,152,2,137,6,7,6,3
31/05/2020,Gwangju,32,16,16,9,0,1,6,0,0
31/05/2020,Daejeon,46,15,22,2,12,8,0,9,1
31/05/2020,Ulsan,52,21,24,16,2,3,3,7,2
31/05/2020,Sejong,47,4,42,1,38,3,0,1,0
31/05/2020,Gyeonggi,840,189,601,29,456,53,63,50,12
31/05/2020,Gangwon,57,16,34,17,17,0,0,7,0
31/05/2020,Chung- buk,60,8,42,6,27,7,2,10,0
31/05/2020,Chung- nam,146,13,123,0,121,1,1,10,0
31/05/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
31/05/2020,Jeonnam,19,11,5,1,1,2,1,3,0
31/05/2020,Gyeong- buk,1379,14,1233,566,477,190,0,132,0
31/05/2020,Gyeong- nam,123,17,87,32,48,6,1,19,0
31/05/2020,Jeju,15,9,2,0,1,0,1,4,1
31/05/2020,Airport,534,534,0,0,0,0,0,0,0
31/05/2020,Total,11468,1259,9141,5212,2534,1236,159,1068,27
01/06/2020,Seoul,862,278,546,8,451,18,69,38,1
01/06/2020,Busan,147,29,88,12,57,18,1,30,0
01/06/2020,Daegu,6884,28,6118,4510,686,918,4,738,1
01/06/2020,Incheon,224,48,169,2,154,6,7,7,18
01/06/2020,Gwangju,32,16,16,9,0,1,6,0,0
01/06/2020,Daejeon,46,15,22,2,12,8,0,9,0
01/06/2020,Ulsan,52,21,24,16,2,3,3,7,0
01/06/2020,Sejong,47,4,42,1,38,3,0,1,0
01/06/2020,Gyeonggi,852,190,611,29,466,53,63,51,12
01/06/2020,Gangwon,57,16,34,17,17,0,0,7,0
01/06/2020,Chung- buk,60,8,42,6,27,7,2,10,0
01/06/2020,Chung- nam,146,13,123,0,121,1,1,10,0
01/06/2020,Jeonbuk,21,10,6,1,5,0,0,5,0
01/06/2020,Jeonnam,20,12,5,1,1,2,1,3,1
01/06/2020,Gyeong- buk,1379,14,1233,566,477,190,0,132,0
01/06/2020,Gyeong- nam,123,17,87,32,48,6,1,19,0
01/06/2020,Jeju,15,9,2,0,1,0,1,4,0
01/06/2020,Airport,536,536,0,0,0,0,0,0,2
